,kor,no,url,part,video_sec
1260,검거,9371,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239382/MOV000249257_700X466.mp4,,13.08
1261,검거,11007,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241306/MOV000253075_700X466.mp4,,11.45
1262,검다,1527,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627628/MOV000241261_700X466.mp4,,3.4
1263,검다,1528,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627625/MOV000241263_700X466.mp4,,3.4
1264,검다,6875,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627624/MOV000249378_700X466.mp4,,3.4
1265,검다,10064,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627627/MOV000241251_700X466.mp4,,3.4
1266,검다,12427,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627626/MOV000249259_700X466.mp4,,3.4
1267,검도,8609,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739501/MOV000249261_700X466.mp4,,4.07
1268,검문,3809,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239385/MOV000249263_700X466.mp4,,15.88
1269,검문소,660,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731841/MOV000240545_700X466.mp4,,3.85
1270,검사,3039,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630088/MOV000244704_700X466.mp4,,3.84
1271,검사,6517,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630086/MOV000240547_700X466.mp4,,3.84
1272,검사,6873,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785438/MOV000357094_700X466.mp4,,4.07
1273,검사,7696,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630092/MOV000254631_700X466.mp4,,3.84
1274,검사,9372,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630087/MOV000249374_700X466.mp4,,3.84
1275,검사,9911,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630090/MOV000258964_700X466.mp4,,3.84
1276,검사,10693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630091/MOV000254629_700X466.mp4,,3.84
1277,검사,12417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630084/MOV000248438_700X466.mp4,,3.84
1278,검사,12419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630085/MOV000248560_700X466.mp4,,3.84
1279,검사,12468,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4,,3.84
1280,검사,12582,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248530/MOV000261942_700X466.mp4,,3.37
1281,검색,15297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251010/MOV000262948_700X466.mp4,,4.95
1282,검색엔진,15298,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251011/MOV000262951_700X466.mp4,,6.05
1283,검술,2012,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222423/MOV000240049_700X466.mp4,,10.24
1284,검약,10487,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727719/MOV000257946_700X466.mp4,,3.04
1285,검열,6874,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239442/MOV000249376_700X466.mp4,,15.15
1286,검은색,2965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733036/MOV000244222_700X466.mp4,,3.44
1287,검정,1527,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627628/MOV000241261_700X466.mp4,,3.4
1288,검정,1528,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627625/MOV000241263_700X466.mp4,,3.4
1289,검정,6875,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627624/MOV000249378_700X466.mp4,,3.4
1290,검정,10064,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627627/MOV000241251_700X466.mp4,,3.4
1291,검정,12427,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627626/MOV000249259_700X466.mp4,,3.4
1292,검정색,2965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733036/MOV000244222_700X466.mp4,,3.44
1293,검증,2013,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222424/MOV000240051_700X466.mp4,,9.51
1294,검진,4182,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200901/739119/MOV000260405_700X466.mp4,,3.12
1295,검진,14132,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160406/252556/MOV000262769_700X466.mp4,,4.81
1296,검진,14133,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160406/252557/MOV000262771_700X466.mp4,,4.04
1297,검진,23979,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633253/MOV000258709_700X466.mp4,,3.67
1298,검진,24025,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633255/MOV000260431_700X466.mp4,,3.67
1299,검찰,913,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216172/MOV000237254_700X466.mp4,,11.78
1300,검토,3039,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630088/MOV000244704_700X466.mp4,,3.84
1301,검토,7696,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630092/MOV000254631_700X466.mp4,,3.84
1302,검토,9372,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630087/MOV000249374_700X466.mp4,,3.84
1303,검토,9911,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630090/MOV000258964_700X466.mp4,,3.84
1304,검토,10693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630091/MOV000254629_700X466.mp4,,3.84
1305,검토,11222,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630086/MOV000240547_700X466.mp4,,3.84
1306,검토,12419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630085/MOV000248560_700X466.mp4,,3.84
1307,검토,12468,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630089/MOV000235299_700X466.mp4,,3.84
1308,검토,12582,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248530/MOV000261942_700X466.mp4,,3.37
1309,겁,10311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630995/MOV000236722_700X466.mp4,,4.24
1310,겁,10314,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630993/MOV000240055_700X466.mp4,,4.24
1311,겁,10347,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630996/MOV000250763_700X466.mp4,,4.24
1312,겁,10967,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630992/MOV000252416_700X466.mp4,,4.24
1313,겁,12428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630994/MOV000249380_700X466.mp4,,4.24
1314,겁나다,10311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630995/MOV000236722_700X466.mp4,,4.24
1315,겁나다,10314,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630993/MOV000240055_700X466.mp4,,4.24
1316,겁나다,10347,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630996/MOV000250763_700X466.mp4,,4.24
1317,겁나다,10967,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630992/MOV000252416_700X466.mp4,,4.24
1318,겁나다,12428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630994/MOV000249380_700X466.mp4,,4.24
1319,겁보,2015,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222427/MOV000240057_700X466.mp4,,10.85
1320,겁보,6876,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239445/MOV000249382_700X466.mp4,,14.45
1321,겁쟁이,2015,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222427/MOV000240057_700X466.mp4,,10.85
1322,겁쟁이,6876,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239445/MOV000249382_700X466.mp4,,14.45
1323,것,5649,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240737/MOV000251954_700X466.mp4,,10.98
1324,것,6877,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239447/MOV000249386_700X466.mp4,,12.71
1325,것,10736,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242114/MOV000254677_700X466.mp4,,10.21
1326,것,12818,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733676/MOV000249384_700X466.mp4,,2.85
1327,겉,11455,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632412/MOV000234931_700X466.mp4,,3.6
1328,겉,12429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632413/MOV000249388_700X466.mp4,,3.6
1329,겉멋,2967,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005068/MOV000359796_700X466.mp4,,4.36
1330,겉면,2968,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231642/MOV000244228_700X466.mp4,,9.11
1331,겉모습,2016,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222428/MOV000240059_700X466.mp4,,8.98
1332,겉모양,2016,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222428/MOV000240059_700X466.mp4,,8.98
1333,겉모양,2736,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231275/MOV000244088_700X466.mp4,,9.64
1334,겉모양,2737,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231276/MOV000244090_700X466.mp4,,9.21
1335,겉모양,7721,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243256/MOV000256933_700X466.mp4,,12.38
1336,겉봉,2970,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231644/MOV000244232_700X466.mp4,,8.74
1337,겉옷,8065,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735661/MOV000257070_700X466.mp4,,3.2
1338,게,11951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239449/MOV000249390_700X466.mp4,,14.98
1339,게,19542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252601/MOV000264366_700X466.mp4,조사,3.77
1340,게,19543,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252602/MOV000264368_700X466.mp4,조사,3.77
1341,게,19544,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252603/MOV000264370_700X466.mp4,조사,3.77
1342,게,19545,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251798/MOV000264372_700X466.mp4,어미,3.02
1343,게,19546,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251799/MOV000264374_700X466.mp4,어미,3.02
1344,게다가,1882,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224364/MOV000240963_700X466.mp4,,8.44
1345,게다가,2104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624363/MOV000240627_700X466.mp4,,4.41
1346,게다가,2702,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624370/MOV000244480_700X466.mp4,,4.41
1347,게다가,6220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624365/MOV000251889_700X466.mp4,,4.41
1348,게다가,8739,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345442/MOV000240061_700X466.mp4,,8.17
1349,게다가,8740,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624364/MOV000259638_700X466.mp4,,4.41
1350,게다가,9704,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244417/MOV000259224_700X466.mp4,,11.15
1351,게다가,10214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216160/MOV000237230_700X466.mp4,,8.61
1352,게다가,10597,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244476/MOV000259341_700X466.mp4,,11.78
1353,게다가,10598,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244490/MOV000259368_700X466.mp4,,10.85
1354,게로,19548,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252604/MOV000264377_700X466.mp4,조사,3.02
1355,게시,2041,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735132/MOV000240063_700X466.mp4,,3.3
1356,게시,4778,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/238818/MOV000248134_700X466.mp4,,8.74
1357,게시물,2971,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231645/MOV000244234_700X466.mp4,,10.31
1358,게시판,6913,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239450/MOV000249392_700X466.mp4,,17.12
1359,게시판,15299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251012/MOV000262955_700X466.mp4,,4.88
1360,게양,6707,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240336/MOV000251158_700X466.mp4,,11.75
1361,게양,6914,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001871/MOV000359449_700X466.mp4,,3.52
1362,게우다,914,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735821/MOV000237256_700X466.mp4,,2.72
1363,게우다,11480,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/259816/MOV000268544_700X466.mp4,,4.72
1364,게으르다,915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627653/MOV000237258_700X466.mp4,,3.74
1365,게으르다,3463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627654/MOV000244320_700X466.mp4,,3.74
1366,게으르다,6915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627652/MOV000249396_700X466.mp4,,3.74
1367,게으르다,10520,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627656/MOV000234625_700X466.mp4,,3.74
1368,게으르다,12719,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627655/MOV000248954_700X466.mp4,,3.74
1369,게으름,915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627653/MOV000237258_700X466.mp4,,3.74
1370,게으름,3463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627654/MOV000244320_700X466.mp4,,3.74
1371,게으름뱅이,3464,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733045/MOV000244322_700X466.mp4,,3.25
1372,게으름을피우다,915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627653/MOV000237258_700X466.mp4,,3.74
1373,게으름을피우다,3463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627654/MOV000244320_700X466.mp4,,3.74
1374,게으름을피우다,6915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627652/MOV000249396_700X466.mp4,,3.74
1375,게으름을피우지마라,916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216274/MOV000237260_700X466.mp4,,8.64
1376,게으름쟁이,3464,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733045/MOV000244322_700X466.mp4,,3.25
1377,게이,2042,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222431/MOV000240065_700X466.mp4,,8.44
1378,게이,5153,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735166/MOV000247782_700X466.mp4,,2.97
1379,게임,6916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239453/MOV000249398_700X466.mp4,,14.62
1380,게임기,3465,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231789/MOV000244324_700X466.mp4,,11.75
1381,겠,19549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251801/MOV000264379_700X466.mp4,어미,3.02
1382,겠,19550,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251802/MOV000264381_700X466.mp4,어미,3.02
1383,겨냥,917,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216275/MOV000237262_700X466.mp4,,9.44
1384,겨냥,918,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216276/MOV000237264_700X466.mp4,,7.54
1385,겨누다,917,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216275/MOV000237262_700X466.mp4,,9.44
1386,겨누다,918,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216276/MOV000237264_700X466.mp4,,7.54
1387,겨드랑이,11952,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239454/MOV000249400_700X466.mp4,,14.52
1388,겨레,6793,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240068/MOV000250625_700X466.mp4,,15.12
1389,겨레,6917,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785440/MOV000357096_700X466.mp4,,3.74
1390,겨루기,3505,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627683/MOV000244326_700X466.mp4,,4
1391,겨루기,9373,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627682/MOV000249404_700X466.mp4,,4
1392,겨루기,11715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732640/MOV000256257_700X466.mp4,,3.55
1393,겨루다,1786,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627686/MOV000240451_700X466.mp4,,4
1394,겨루다,3505,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627683/MOV000244326_700X466.mp4,,4
1395,겨루다,5214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627687/MOV000246062_700X466.mp4,,4
