,kor,no,url,part,video_sec,video_link
785,갑작스럽다,8664,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632079/MOV000260187_700X466.mp4,,4.04,갑작스럽다_(785).mp4
786,갑작스럽다,8713,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629720/MOV000241898_700X466.mp4,,3.5,갑작스럽다_(786).mp4
787,갑작스럽다,11896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632080/MOV000259636_700X466.mp4,,4.04,갑작스럽다_(787).mp4
788,갑작스레,8713,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629720/MOV000241898_700X466.mp4,,3.5,갑작스레_(788).mp4
789,갑작스레,11896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632080/MOV000259636_700X466.mp4,,4.04,갑작스레_(789).mp4
790,갑절,7848,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010149/MOV000360130_700X466.mp4,,3.19,갑절_(790).mp4
791,갑절,12420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239037/MOV000248572_700X466.mp4,,15.12,갑절_(791).mp4
792,갑판,1687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226518/MOV000241900_700X466.mp4,,10.14,갑판_(792).mp4
793,값,1874,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627340/MOV000252603_700X466.mp4,,3.47,값_(793).mp4
794,값,5725,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626531/MOV000245852_700X466.mp4,,4.0,값_(794).mp4
795,값,15291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250905/MOV000262932_700X466.mp4,,4.0,값_(795).mp4
796,값싸다,2283,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222679/MOV000240165_700X466.mp4,,9.71,값싸다_(796).mp4
797,값없다,1688,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345523/MOV000241902_700X466.mp4,,8.8,값없다_(797).mp4
798,값지다,2375,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231128/MOV000243992_700X466.mp4,,9.81,값지다_(798).mp4
799,갓,6990,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627693/MOV000257974_700X466.mp4,,3.3,갓_(799).mp4
800,갓,10212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627695/MOV000237182_700X466.mp4,,3.3,갓_(800).mp4
801,갓,11773,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627696/MOV000256955_700X466.mp4,,3.3,갓_(801).mp4
802,갓난아기,865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216039/MOV000237184_700X466.mp4,,8.11,갓난아기_(802).mp4
803,갓난아기,1689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226520/MOV000241904_700X466.mp4,,8.98,갓난아기_(803).mp4
804,갓난아기,4751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003170/MOV000359583_700X466.mp4,,3.19,갓난아기_(804).mp4
805,갓난아기,5205,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238446/MOV000247390_700X466.mp4,,9.68,갓난아기_(805).mp4
806,갓난아기,12112,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244128/MOV000258652_700X466.mp4,,11.95,갓난아기_(806).mp4
807,갓난아이,865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216039/MOV000237184_700X466.mp4,,8.11,갓난아이_(807).mp4
808,갓난아이,1689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226520/MOV000241904_700X466.mp4,,8.98,갓난아이_(808).mp4
809,갓난아이,4751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003170/MOV000359583_700X466.mp4,,3.19,갓난아이_(809).mp4
810,갓난아이,7775,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242696/MOV000255828_700X466.mp4,,14.25,갓난아이_(810).mp4
811,갓난아이,11314,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236523/MOV000246466_700X466.mp4,,8.64,갓난아이_(811).mp4
812,갓난아이,12112,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244128/MOV000258652_700X466.mp4,,11.95,갓난아이_(812).mp4
813,갓난애,865,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216039/MOV000237184_700X466.mp4,,8.11,갓난애_(813).mp4
814,강,8511,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732419/MOV000248576_700X466.mp4,,2.95,강_(814).mp4
815,강가,1690,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226521/MOV000241906_700X466.mp4,,12.65,강가_(815).mp4
816,강가,1729,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226527/MOV000241918_700X466.mp4,,12.98,강가_(816).mp4
817,강간,3615,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735153/MOV000245398_700X466.mp4,,3.35,강간_(817).mp4
818,강간,5797,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250336/MOV000262680_700X466.mp4,,4.45,강간_(818).mp4
819,강건하다,530,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615421/MOV000235755_700X466.mp4,,3.6,강건하다_(819).mp4
820,강구,13038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248638/MOV000261967_700X466.mp4,,3.47,강구_(820).mp4
821,강국,1692,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226523/MOV000241910_700X466.mp4,,7.64,강국_(821).mp4
822,강냉이,1693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005024/MOV000359755_700X466.mp4,,3.02,강냉이_(822).mp4
823,강냉이,8149,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243100/MOV000256624_700X466.mp4,,12.15,강냉이_(823).mp4
824,강당,4752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785176/MOV000357022_700X466.mp4,,4.31,강당_(824).mp4
825,강도,5798,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238317/MOV000247282_700X466.mp4,,8.24,강도_(825).mp4
826,강도,13036,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248636/MOV000261962_700X466.mp4,,3.47,강도_(826).mp4
827,강력,1728,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226525/MOV000241914_700X466.mp4,,8.28,강력_(827).mp4
828,강력범,5799,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238393/MOV000247284_700X466.mp4,,8.48,강력범_(828).mp4
829,강력하다,2284,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345449/MOV000240167_700X466.mp4,,6.13,강력하다_(829).mp4
830,강렬하다,11247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226526/MOV000241916_700X466.mp4,,10.08,강렬하다_(830).mp4
831,강론,2285,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222681/MOV000240169_700X466.mp4,,12.71,강론_(831).mp4
832,강매,4753,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239041/MOV000248580_700X466.mp4,,12.75,강매_(832).mp4
833,강모음,19522,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252587/MOV000264305_700X466.mp4,명사,5.57,강모음_(833).mp4
834,강물,2376,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231129/MOV000243994_700X466.mp4,,13.38,강물_(834).mp4
835,강바람,2377,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231130/MOV000243996_700X466.mp4,,12.88,강바람_(835).mp4
836,강박관념,10215,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216040/MOV000237186_700X466.mp4,,9.71,강박관념_(836).mp4
837,강변,1690,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226521/MOV000241906_700X466.mp4,,12.65,강변_(837).mp4
838,강변,1729,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226527/MOV000241918_700X466.mp4,,12.98,강변_(838).mp4
839,강사,8512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239042/MOV000248582_700X466.mp4,,14.82,강사_(839).mp4
840,강산,2286,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222682/MOV000240171_700X466.mp4,,16.98,강산_(840).mp4
841,강습,2287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345450/MOV000240173_700X466.mp4,,7.13,강습_(841).mp4
842,강습생,2288,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222684/MOV000240175_700X466.mp4,,12.71,강습생_(842).mp4
843,강습소,1553,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005013/MOV000359748_700X466.mp4,,4.69,강습소_(843).mp4
844,강습회,1554,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222933/MOV000240277_700X466.mp4,,13.61,강습회_(844).mp4
845,강습회,11909,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346664/MOV000259637_700X466.mp4,,12.13,강습회_(845).mp4
846,강아지,3743,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624830/MOV000248704_700X466.mp4,,4.0,강아지_(846).mp4
847,강아지,4754,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239043/MOV000248584_700X466.mp4,,14.58,강아지_(847).mp4
848,강압,1555,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222934/MOV000240279_700X466.mp4,,9.34,강압_(848).mp4
849,강약,1730,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226528/MOV000241920_700X466.mp4,,9.88,강약_(849).mp4
850,강연,1731,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038693/MOV000360191_700X466.mp4,,3.7,강연_(850).mp4
851,강요,11266,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238394/MOV000247286_700X466.mp4,,8.11,강요_(851).mp4
852,강요,13038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248638/MOV000261967_700X466.mp4,,3.47,강요_(852).mp4
853,강우,1732,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627273/MOV000241924_700X466.mp4,,4.0,강우_(853).mp4
854,강우,6463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627272/MOV000253082_700X466.mp4,,4.0,강우_(854).mp4
855,강우량,2378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231131/MOV000243998_700X466.mp4,,14.01,강우량_(855).mp4
856,강원도,5914,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039476/MOV000360397_700X466.mp4,,3.17,강원도_(856).mp4
857,강의,7251,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735184/MOV000256826_700X466.mp4,,3.39,강의_(857).mp4
858,강의,11207,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222935/MOV000240281_700X466.mp4,,9.44,강의_(858).mp4
859,강의실,866,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216041/MOV000237188_700X466.mp4,,8.81,강의실_(859).mp4
860,강자,1556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732993/MOV000240283_700X466.mp4,,3.32,강자_(860).mp4
861,강점,2379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231132/MOV000244000_700X466.mp4,,9.18,강점_(861).mp4
862,강제,5800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248639/MOV000261969_700X466.mp4,,3.13,강제_(862).mp4
863,강제,6844,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239973/MOV000250437_700X466.mp4,,13.45,강제_(863).mp4
864,강제,8557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241298/MOV000253059_700X466.mp4,,11.11,강제_(864).mp4
865,강제,9840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242342/MOV000255129_700X466.mp4,,10.98,강제_(865).mp4
866,강제,9907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244205/MOV000258804_700X466.mp4,,10.88,강제_(866).mp4
867,강제,10485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255857/MOV000266802_700X466.mp4,,3.17,강제_(867).mp4
868,강제,11272,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237395/MOV000246824_700X466.mp4,,10.48,강제_(868).mp4
869,강제,12587,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237394/MOV000246822_700X466.mp4,,7.21,강제_(869).mp4
870,강제,12684,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735442/MOV000245304_700X466.mp4,,3.35,강제_(870).mp4
871,강제노역,5801,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238396/MOV000247290_700X466.mp4,,10.11,강제노역_(871).mp4
872,강제노역,13040,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248640/MOV000261971_700X466.mp4,,4.1,강제노역_(872).mp4
873,강제추행죄,5802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238397/MOV000247292_700X466.mp4,,9.81,강제추행죄_(873).mp4
874,강조,1557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222937/MOV000240285_700X466.mp4,,11.11,강조_(874).mp4
875,강좌,3999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200818/730465/MOV000249014_700X466.mp4,,3.55,강좌_(875).mp4
876,강좌,11909,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346664/MOV000259637_700X466.mp4,,12.13,강좌_(876).mp4
877,강진,3345,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226789/MOV000242046_700X466.mp4,,9.71,강진_(877).mp4
878,강철,5915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239045/MOV000248588_700X466.mp4,,15.68,강철_(878).mp4
879,강타,5916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239046/MOV000248590_700X466.mp4,,14.15,강타_(879).mp4
880,강탈,1558,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222938/MOV000240287_700X466.mp4,,12.38,강탈_(880).mp4
881,강풍,867,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216042/MOV000237190_700X466.mp4,,9.04,강풍_(881).mp4
882,강하다,360,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629715/MOV000235511_700X466.mp4,,4.14,강하다_(882).mp4
883,강하다,2706,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629713/MOV000244994_700X466.mp4,,4.14,강하다_(883).mp4
884,강하다,8608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629708/MOV000248694_700X466.mp4,,4.14,강하다_(884).mp4
885,강하다,10356,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629712/MOV000251196_700X466.mp4,,4.14,강하다_(885).mp4
886,강하다,10806,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629716/MOV000255574_700X466.mp4,,4.14,강하다_(886).mp4
887,강하다,11485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629710/MOV000248494_700X466.mp4,,4.14,강하다_(887).mp4
888,강하다,12322,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629714/MOV000258832_700X466.mp4,,4.14,강하다_(888).mp4
889,강하다,12431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629709/MOV000249524_700X466.mp4,,4.14,강하다_(889).mp4
890,강하다,12749,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629711/MOV000251018_700X466.mp4,,4.14,강하다_(890).mp4
891,강화,3346,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226790/MOV000242048_700X466.mp4,,9.24,강화_(891).mp4
892,강화도,3740,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043114/MOV000361068_700X466.mp4,,3.19,강화도_(892).mp4
893,갖가지,2380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231133/MOV000244002_700X466.mp4,,9.98,갖가지_(893).mp4
894,갖가지,8474,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242564/MOV000255568_700X466.mp4,,10.98,갖가지_(894).mp4
895,갖가지,12692,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731447/MOV000234915_700X466.mp4,,3.4,갖가지_(895).mp4
896,갖다,2381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627579/MOV000244004_700X466.mp4,,3.64,갖다_(896).mp4
897,갖다,6774,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4,,3.64,갖다_(897).mp4
898,갖다,12335,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627583/MOV000354381_700X466.mp4,,3.64,갖다_(898).mp4
899,갖다,12374,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627580/MOV000258096_700X466.mp4,,3.64,갖다_(899).mp4
900,갖추다,9363,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628203/MOV000248698_700X466.mp4,,3.57,갖추다_(900).mp4
901,갖추었다,11093,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217699/MOV000237927_700X466.mp4,,6.84,갖추었다_(901).mp4
902,갖추었다,11208,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222939/MOV000240289_700X466.mp4,,9.88,갖추었다_(902).mp4
903,갖추었다,12840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243183/MOV000256789_700X466.mp4,,10.71,갖추었다_(903).mp4
904,갖추었다,23848,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345071/MOV000260317_700X466.mp4,,8.64,갖추었다_(904).mp4
905,같다,734,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624824/MOV000236678_700X466.mp4,,3.7,같다_(905).mp4
906,같다,3741,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624822/MOV000248700_700X466.mp4,,3.7,같다_(906).mp4
907,같다,9440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624825/MOV000240105_700X466.mp4,,3.7,같다_(907).mp4
908,같다,11052,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201005/755319/MOV000240357_700X466.mp4,,3.19,같다_(908).mp4
